# Raw simulation data
#   No filters applied
#   Data scaled to the range from 0 to 1 for the envelope
Time;Sensor 1;Sensor 2;Sensor 3;Sensor 4;Sensor 5;Sensor 6;Sensor 7;Sensor 8
13.25;0.98717;0.97821;0.98076;0.92234;0.45725;1.2941;0.84161;0.79512
13.3;0.98106;0.97836;0.98231;0.92611;0.37816;1.2989;0.78669;0.82746
13.35;0.98394;0.97728;0.98389;0.92987;0.88857;1.0159;0.78245;0.85207
13.4;0.99978;0.9761;0.98497;0.93272;1.105;0.92574;0.822;0.86446
13.45;0.99917;0.97553;0.98538;0.93459;1.4182;0.90576;0.85156;0.86714
13.5;0.98005;0.9758;0.98534;0.93588;1.4286;0.90226;0.87832;0.85992
13.55;0.95922;0.97635;0.98516;0.93692;1.4396;0.87326;0.92693;0.85152
13.6;0.95515;0.97665;0.9849;0.93775;1.4234;0.82739;0.96194;0.845
13.65;0.96262;0.97644;0.98461;0.93838;1.104;0.93073;0.97309;0.84731
13.7;0.97597;0.97599;0.9845;0.93903;1.0533;1.0209;0.97103;0.8554
13.75;0.98014;0.97527;0.98472;0.94003;1.0727;0.93095;0.96196;0.87281
13.8;0.96761;0.97414;0.98503;0.94128;1.2251;0.87507;0.94386;0.89908
13.85;0.95063;0.9729;0.98504;0.94249;1.3259;0.82603;0.92877;0.92963
13.9;0.94392;0.97198;0.98477;0.94349;1.4429;0.77753;0.91426;0.95157
13.95;0.95607;0.97128;0.98458;0.94443;1.4642;0.84916;0.90443;0.95806
14;0.97848;0.97017;0.98472;0.9455;1.3114;0.95143;0.90052;0.95167
14.05;0.98848;0.96799;0.98524;0.94658;1.2059;0.95848;0.90614;0.93503
14.1;0.97917;0.96457;0.98606;0.94732;1.2232;0.93554;0.91164;0.91299
14.15;0.9586;0.9602;0.98673;0.94743;1.2419;0.92668;0.90862;0.8897
14.2;0.96151;0.95576;0.98687;0.9469;1.3009;0.92903;0.89349;0.87566
14.25;0.96676;0.95233;0.98646;0.94589;1.3666;0.94359;0.88019;0.87609
14.3;0.94456;0.94996;0.9858;0.94474;1.4427;0.92911;0.87812;0.89122
14.35;0.91786;0.94845;0.98527;0.9438;1.4622;0.87438;0.88802;0.90372
14.4;0.9094;0.94849;0.98511;0.94361;1.3368;0.92096;0.89764;0.90776
14.45;0.92963;0.94985;0.98537;0.94454;1.1955;0.97457;0.89533;0.90518
14.5;0.97149;0.9516;0.98599;0.94658;1.1753;0.92222;0.88554;0.89361
14.55;0.99613;0.95296;0.98679;0.94942;1.1972;0.81397;0.87424;0.8764
14.6;0.98381;0.95352;0.98761;0.95264;1.2279;0.77748;0.85816;0.86394
14.65;0.97619;0.95375;0.98806;0.95565;1.2324;0.91361;0.84168;0.86425
14.7;0.99205;0.95355;0.98828;0.95818;1.2297;0.94986;0.82402;0.87163
14.75;0.99435;0.95324;0.98874;0.96027;1.3017;0.96899;0.82218;0.87178
14.8;0.9615;0.95268;0.98968;0.96201;1.3555;0.95972;0.82932;0.86511
14.85;0.92063;0.95185;0.99074;0.96329;1.4032;0.99206;0.82444;0.85462
14.9;0.90365;0.95135;0.99169;0.9638;1.4354;1.0103;0.82338;0.84827
14.95;0.90977;0.95247;0.99226;0.96334;1.4895;1.0285;0.84696;0.8479
15;0.92454;0.9558;0.99212;0.96205;1.5305;1.0566;0.8813;0.85112
15.05;0.93954;0.96148;0.9913;0.96052;1.5057;1.0158;0.91419;0.8547
15.1;0.95085;0.96842;0.99051;0.95951;1.4461;0.95493;0.95495;0.85906
15.15;0.96009;0.97406;0.9903;0.95971;1.3893;0.91015;0.98794;0.8617
15.2;0.96865;0.97689;0.99058;0.96127;1.3587;0.88398;0.99614;0.8635
15.25;0.97596;0.97588;0.99092;0.96357;1.3698;0.85836;0.98242;0.86825
