# Envelope of the raw data
#   MATLAB signal filter envelope(..., 'peak') applied
#   Data scaled to the range from 0 to 1 for the envelope
#   Interpolated to delta t = 0.05 to reduce data
Time;Sensor 1;Sensor 2;Sensor 3;Sensor 4;Sensor 5;Sensor 6;Sensor 7;Sensor 8
12.4;0.99128;0.91372;1.0248;0.94908;0.93408;0.9459;0.85905;0.89782
12.45;0.99335;0.9215;1.0209;0.94648;0.93338;0.94529;0.86586;0.90046
12.5;0.99547;0.92963;1.0167;0.94383;0.9326;0.94468;0.87264;0.90304
12.55;0.99755;0.93767;1.0124;0.94127;0.93177;0.94411;0.87897;0.90544
12.6;0.99955;0.94556;1.0081;0.93884;0.93092;0.94361;0.88478;0.90769
12.65;1.0015;0.95326;1.0037;0.93654;0.93004;0.94321;0.89;0.9098
12.7;1.0033;0.96071;0.99937;0.9344;0.92916;0.94293;0.89454;0.91179
12.75;1.005;0.96783;0.99502;0.93245;0.92827;0.9428;0.89832;0.91366
12.8;1.0066;0.9746;0.99071;0.9307;0.92739;0.94284;0.90129;0.91544
12.85;1.0081;0.98095;0.98648;0.92917;0.92653;0.94307;0.90339;0.91714
12.9;1.0093;0.98669;0.98247;0.92792;0.92573;0.9435;0.90465;0.91872
12.95;1.0105;0.99243;0.97829;0.92684;0.9249;0.94416;0.90525;0.92037
13;1.0116;0.99774;0.97426;0.92606;0.92413;0.94501;0.90518;0.92197
13.05;1.0125;1.0026;0.9704;0.9256;0.92341;0.94605;0.90452;0.92355
13.1;1.0133;1.0071;0.96673;0.92548;0.92276;0.94724;0.90337;0.92512
13.15;1.014;1.0111;0.96328;0.92572;0.92218;0.94858;0.90181;0.92669
13.2;1.0146;1.0147;0.96008;0.92632;0.92169;0.95005;0.89994;0.92828
13.25;1.0151;1.0179;0.95713;0.92732;0.9213;0.95162;0.89784;0.9299
13.3;1.0156;1.0207;0.95446;0.92872;0.92101;0.95328;0.8956;0.93157
13.35;1.016;1.0231;0.95209;0.93047;0.92083;0.95503;0.89329;0.93329
13.4;1.0163;1.0251;0.95007;0.93248;0.92077;0.9568;0.89105;0.93505
13.45;1.0166;1.0268;0.9483;0.93491;0.92083;0.95873;0.88877;0.937
13.5;1.0169;1.028;0.9469;0.93757;0.92105;0.96069;0.88669;0.93905
13.55;1.0172;1.0289;0.94591;0.94045;0.92141;0.96267;0.88488;0.94122
13.6;1.0175;1.0294;0.94535;0.94348;0.92194;0.96465;0.88342;0.9435
