# Simulation data of water height over weir
#   Calculated by integrating alpha.water over the height
#   Averaged over 51 different times:
#       5, 5.1, 5.2, 5.3, 5.4, 5.5, 5.6, 5.7, 5.8, 5.9, 6, 6.1, 6.2, 6.3, 6.4, 6.5, 6.6, 6.7, 6.8, 6.9, 7, 7.1, 7.2, 7.3, 7.4, 7.5, 7.6, 7.7, 7.8, 7.9, 8, 8.1, 8.2, 8.3, 8.4, 8.5, 8.6, 8.7, 8.8, 8.9, 9, 9.1, 9.2, 9.3, 9.4, 9.5, 9.6, 9.7, 9.8, 9.9, 10, 
position;mean(height);median(height);std(height);diff(height,mean)
0.35636;3.572;3.6594;0.28842;0.75874
0.35686;3.4486;3.5351;0.28989;0.63533
0.35736;3.4149;3.5079;0.31366;0.60169
0.35786;3.5083;3.609;0.3369;0.69504
0.35836;3.6403;3.7367;0.31324;0.82701
0.35886;3.5768;3.6678;0.28794;0.76357
0.35936;3.452;3.5422;0.28849;0.63879
0.35986;3.3722;3.4606;0.29341;0.55893
0.36036;3.3803;3.4625;0.287;0.5671
0.36086;3.5232;3.6135;0.29303;0.70992
0.36136;3.6092;3.697;0.29838;0.79597
0.36186;3.6548;3.7529;0.34058;0.84156
0.36236;3.596;3.6985;0.35762;0.78279
0.36286;3.5989;3.7046;0.35863;0.78569
0.36336;3.6551;3.7518;0.31551;0.84183
0.36386;3.5917;3.6858;0.29006;0.77847
0.36436;3.4689;3.5616;0.29171;0.65564
0.36486;3.4366;3.5326;0.31644;0.62334
0.36536;3.5317;3.6323;0.34169;0.71846
0.36586;3.6631;3.759;0.31771;0.84981
0.36636;3.5952;3.6893;0.29738;0.78192
0.36686;3.478;3.5668;0.29173;0.66476
0.36736;3.4553;3.5424;0.30912;0.64206
0.36786;3.5469;3.6445;0.34503;0.73368
0.36836;3.6756;3.7696;0.32157;0.86233
0.36886;3.6096;3.6998;0.29423;0.79638
0.36936;3.4882;3.5776;0.29632;0.67492
0.36986;3.4598;3.5546;0.32343;0.64656
0.37036;3.5584;3.6537;0.3498;0.74513
0.37086;3.686;3.7772;0.32491;0.87279
0.37136;3.6175;3.7031;0.29657;0.80429
0.37186;3.4955;3.5776;0.29837;0.68224
0.37236;3.4607;3.5381;0.32285;0.64747
0.37286;3.5513;3.623;0.34688;0.73806
0.37336;3.6797;3.7492;0.32157;0.86649
0.37386;3.6121;3.677;0.2935;0.79885
0.37436;3.4887;3.5493;0.29505;0.67543
0.37486;3.449;3.5075;0.31696;0.63578
0.37536;3.5337;3.5934;0.33773;0.7205
0.37586;3.6623;3.7217;0.31224;0.84901
0.37636;3.5967;3.6536;0.28593;0.7834
0.37686;3.4722;3.5267;0.28706;0.65891
0.37736;3.4275;3.4837;0.30556;0.6143
0.37786;3.5095;3.5649;0.32441;0.69628
0.37836;3.638;3.6932;0.30032;0.82476
0.37886;3.5708;3.6242;0.27385;0.75755
0.37936;3.4461;3.498;0.27378;0.63283
0.37986;3.3572;3.4104;0.27388;0.5439
0.38036;3.348;3.4025;0.25906;0.53471
0.38086;3.4838;3.5471;0.26146;0.67053
0.38136;3.5658;3.6284;0.26399;0.75251
0.38186;3.59;3.6566;0.29768;0.77674
0.38236;3.4197;3.4886;0.2816;0.60644
0.38286;3.3288;3.3967;0.25173;0.51552
0.38336;3.4634;3.5248;0.2288;0.65014
0.38386;3.5349;3.5976;0.23613;0.72163
0.38436;3.548;3.6178;0.2664;0.73473
0.38486;3.3822;3.4531;0.25341;0.56897
0.38536;3.2957;3.3741;0.22428;0.48247
0.38586;3.4353;3.5138;0.20431;0.622
0.38636;3.5057;3.5898;0.20987;0.69246
0.38686;3.5133;3.6088;0.23541;0.70004
0.38736;3.3502;3.4452;0.22414;0.53694
0.38786;3.2711;3.3528;0.19993;0.45784
0.38836;3.4148;3.4793;0.18352;0.60154
0.38886;3.4852;3.5436;0.1887;0.67196
0.38936;3.4898;3.5501;0.21159;0.67651
0.38986;3.3266;3.3732;0.20125;0.51339
0.39036;3.2511;3.28;0.18164;0.43786
0.39086;3.3958;3.4147;0.16778;0.58258
0.39136;3.4657;3.4817;0.17275;0.65242
0.39186;3.468;3.4848;0.1938;0.65478
0.39236;3.3129;3.3245;0.18131;0.49964
0.39286;3.2456;3.2527;0.15925;0.43236
0.39336;3.3688;3.3808;0.16147;0.5555
0.39386;3.4484;3.4634;0.16113;0.63512
0.39436;3.451;3.4706;0.17912;0.6377
0.39486;3.2944;3.3196;0.17077;0.48111
0.39536;3.2324;3.2693;0.15559;0.41915
0.39586;3.3828;3.4205;0.14517;0.56958
0.39636;3.459;3.4935;0.14963;0.64576
0.39686;3.476;3.5173;0.16963;0.6627
0.39736;3.4327;3.4892;0.17498;0.61946
0.39786;3.4574;3.5138;0.17337;0.6442
0.39836;3.5341;3.5862;0.1539;0.72087
0.39886;3.5002;3.5455;0.13891;0.68696
0.39936;3.3935;3.4399;0.1376;0.58024
0.39986;3.3834;3.4333;0.14112;0.57013
0.40036;3.4857;3.5166;0.14337;0.67249
0.40086;3.6397;3.671;0.14783;0.82643
0.40136;3.7542;3.7785;0.13216;0.94093
0.40186;3.8372;3.8615;0.14739;1.0239
0.40236;3.8214;3.8352;0.15768;1.0081
0.40286;4.0218;4.0206;0.15331;1.2086
0.40336;4.2556;4.2695;0.15639;1.4424
0.40386;4.408;4.4207;0.173;1.5948
0.40436;4.6044;4.6219;0.19895;1.7912
0.40486;4.9367;4.9485;0.24681;2.1235
0.40536;5.4238;5.4408;0.26433;2.6105
0.40586;5.8151;5.8236;0.28612;3.0019
0.40636;6.1302;6.1419;0.29951;3.3169
0.40686;6.3932;6.4022;0.3085;3.5799
0.40736;6.6843;6.6831;0.28504;3.871
0.40786;6.9888;7.0021;0.27749;4.1755
0.40836;7.2735;7.3149;0.29112;4.4603
0.40886;7.2115;7.2143;0.24725;4.3983
0.40936;6.9773;6.9739;0.21983;4.1641
0.40986;7.1364;7.1361;0.24066;4.3232
0.41036;7.3067;7.2398;0.35953;4.4934
0.41086;6.9843;6.9267;0.37667;4.171
0.41136;7.1637;7.1803;0.25751;4.3505
0.41186;7.3851;7.4252;0.2107;4.5719
0.41236;7.2896;7.3306;0.31419;4.4763
0.41286;7.0693;7.0633;0.24677;4.256
0.41336;7.0696;7.0437;0.26352;4.2563
0.41386;6.8984;6.8572;0.29187;4.0851
0.41436;6.7786;6.7429;0.28977;3.9654
